	mean_sigma	alpha	beta	prior_sigma	Y_mean	X_mean	Z_mean	gene
ENSG00000166049	0.036025898	0.933648049	24.84897897	0.501611138	0.22579658	3.650793651	2.93258427	PASD1
ENSG00000226887	0.105318585	2.128395068	17.85281469	0.503125293	0.15995044	14.33333333	2.97752809	ERVMER34-1
ENSG00000174628	0.55552109	7.176927748	5.774617474	0.498356871	14.374983	24.93650794	1.415730337	IQCK
ENSG00000121058	0.451568357	6.315632294	7.778520631	0.502873132	9.59324	24.98412698	1.97752809	COIL
ENSG00000105141	0.140703326	2.656526253	16.17876699	0.495227081	24.167309	14.63492063	2.662921348	CASP14
ENSG00000105127	0.715406895	8.667029253	3.465374334	0.503009383	38.112408	24.98412698	0.651685393	AKAP8
ENSG00000116698	0.538949551	7.270202196	6.526453379	0.498157098	47.011013	25	1.93258427	SMG7
ENSG00000196368	0.252282953	3.883557701	11.66684735	0.502460915	0.6194415	21.92063492	2.033707865	NUDT11
ENSG00000177917	0.473871739	6.683378022	7.559326602	0.499017765	8.992571	24.98412698	1.831460674	ARL6IP6
ENSG00000165271	0.530750741	7.374220333	6.561131947	0.497877552	57.04417	25	1.876404494	NOL6
ENSG00000114388	0.668411696	8.398312506	4.137399835	0.507822535	47.495815	25	1.269662921	NPRL2
ENSG00000221916	0.017064188	0.446317853	26.61792086	0.494357562	0.002211455	0.920634921	2.988764045	C19orf73
ENSG00000119640	0.572500373	7.193496731	5.470749264	0.498256814	6.6309223	24.98412698	1.337078652	ACYP1
ENSG00000130147	0.33093847	5.043947701	10.01107116	0.505884331	8.468232	24.85714286	2.382022472	SH3BP4
ENSG00000014123	0.446654401	6.361964371	7.910023432	0.493611909	32.384563	25	2.157303371	UFL1
ENSG00000110906	0.547098353	7.547078142	6.282339978	0.489947188	26.760612	25	1.483146067	KCTD10
ENSG00000078070	0.716114939	9.19456635	3.663993442	0.493827029	68.52399	25	0.831460674	MCCC1
ENSG00000087274	0.557896805	7.875610768	6.281454977	0.50046129	345.90524	25	2.08988764	ADD1
ENSG00000150783	0.14202373	2.565853284	15.91372142	0.498067652	0.22300012	16.88888889	2.91011236	TEX12
ENSG00000120907	0.159220769	2.878287937	15.19050042	0.497240241	0.843165	17.73015873	2.887640449	ADRA1A
ENSG00000164081	0.401409316	5.854611847	8.789642372	0.485795173	37.9194	25	2.539325843	TEX264
ENSG00000111269	0.657512506	7.862328821	4.113060319	0.50196831	14.458397	25	0.752808989	CREBL2
ENSG00000148798	0.146393995	2.640874397	15.57022909	0.501466729	2.0101385	15.31746032	2.696629213	INA
ENSG00000141519	0.297203899	4.521112626	10.86222489	0.492351153	10.839653	24.9047619	2.831460674	CCDC40
ENSG00000158955	0.080519494	1.71803673	19.92788269	0.496495168	0.16721945	11.33333333	3	WNT9B
ENSG00000050327	0.655787668	8.27220235	4.449620237	0.509890294	46.322105	25	1.146067416	ARHGEF5
ENSG00000127325	0.106784937	2.211381108	18.02875235	0.492774489	0.5873923	13.22222222	2.123595506	BEST3
ENSG00000170542	0.27334446	4.384118831	11.40419781	0.49534407	9.191537	24.96825397	2.93258427	SERPINB9
ENSG00000178386	0.299745282	4.477181921	10.47184536	0.507025062	0.45035556	23.68253968	2.168539326	ZNF223
ENSG00000003756	0.898212728	10.6692658	1.194432788	0.505388874	316.4377	25	0.146067416	RBM5
ENSG00000130764	0.736430259	8.882567512	3.203568134	0.494274526	38.793167	25	0.674157303	LRRC47
ENSG00000141522	0.758628517	10.28154217	3.208281715	0.503028784	295.04266	25	1.123595506	ARHGDIA
ENSG00000163634	0.703891599	8.687356288	3.532554916	0.504332175	70.49138	25	1.191011236	THOC7
ENSG00000067221	0.576496225	7.554785502	5.495204509	0.490670631	12.039343	25	1.370786517	STOML1
ENSG00000108375	0.662493687	7.069986014	3.673544376	0.484594507	6.124752	23.66666667	0.348314607	RNF43
ENSG00000155970	0.41840673	5.934192924	8.244424577	0.500449004	8.307378	24.84126984	2.258426966	MICU3
ENSG00000165119	0.875407967	11.24509329	1.600538646	0.498408158	729.14886	25	0.235955056	HNRNPK
ENSG00000070961	0.527989491	7.198605247	6.341655383	0.496963433	30.97793	25	1.752808989	ATP2B1
ENSG00000204323	0.665962237	6.988526394	3.453901415	0.493424381	4.074338	24.58730159	0.179775281	SMIM5
ENSG00000130208	0.362987841	5.4778984	9.660401921	0.499077087	433.7665	24.98412698	2.719101124	APOC1
ENSG00000148180	0.598370827	8.697975468	5.714919459	0.505842259	1899.8639	25	1.797752809	GSN
ENSG00000131711	0.301242458	4.74942496	10.92537594	0.490829093	9.103921	24.55555556	2.584269663	MAP1B
ENSG00000168955	0.059985884	1.384258308	22.50073171	0.501651301	1.0834773	5.111111111	2.662921348	TM4SF20
ENSG00000100281	0.34317529	5.062321903	9.86320575	0.501827591	9.541673	24.96825397	2.449438202	HMGXB4
ENSG00000117650	0.199635206	3.460538094	13.42862853	0.503511314	1.4617907	20.6984127	2.808988764	NEK2
ENSG00000159461	0.77226209	9.090569002	2.708533113	0.487944793	77.12513	25	0.662921348	AMFR
ENSG00000101444	0.696879987	9.106639066	3.914240045	0.492082966	91.16906	24.98412698	1.213483146	AHCY
ENSG00000130733	0.696416193	8.450947526	3.655552713	0.515708383	49.189575	24.98412698	0.887640449	YIPF2
ENSG00000118007	0.794199876	8.662467458	2.266150538	0.504261531	50.322533	25	0.617977528	STAG1
ENSG00000134812	0.093442367	1.967562349	19.04178567	0.499608854	11.0724325	12.26984127	2.617977528	GIF
ENSG00000197442	0.493915276	7.100173214	7.275297477	0.505804834	74.578865	25	1.93258427	MAP3K5
ENSG00000075914	0.492813651	6.822115396	7.192661091	0.488797021	54.163227	25	1.95505618	EXOSC7
ENSG00000028203	0.719536776	8.576208772	3.439928449	0.496200808	37.105854	25	1.179775281	VEZT
ENSG00000134198	0.346878356	5.294441545	9.691673431	0.499534376	12.405472	24.84126984	2.471910112	TSPAN2
ENSG00000070404	0.444815258	6.302648502	7.76112153	0.507004843	21.823168	25	1.898876404	FSTL3
ENSG00000100644	0.498719617	7.133151187	7.145092143	0.498389844	118.06567	25	1.95505618	HIF1A
ENSG00000243477	0.488490374	6.453376258	6.805311562	0.507694039	1.0665611	24.92063492	1.303370787	NAT6
ENSG00000168010	0.461703343	6.730842782	7.900806566	0.514096863	126.35621	25	2.202247191	ATG16L2
ENSG00000162520	0.37050682	5.409834784	9.174672187	0.501184676	26.656504	24.82539683	2.606741573	SYNC
ENSG00000104983	0.393577981	5.68297082	8.832466511	0.494131719	20.944601	24.98412698	2.438202247	CCDC61
ENSG00000165633	0.627560694	7.683098598	4.591287433	0.509868513	10.078511	24.71428571	1.224719101	VSTM4
ENSG00000273542	0.143716438	2.826514528	16.54420273	0.501506217	0.000123001	0.015873016	1.483146067	HIST1H4K
ENSG00000148584	0.099601828	2.107622596	18.38259217	0.499710533	5.165178	8.19047619	2.483146067	A1CF
ENSG00000151651	0.420020833	6.09318154	8.303525952	0.491516429	24.25582	25	2.157303371	ADAM8
ENSG00000071242	0.640902115	8.523463206	4.91256291	0.501834063	64.345055	25	1.359550562	RPS6KA2
ENSG00000130772	0.359953705	5.292911268	9.270793984	0.507484393	3.655343	24.98412698	2.213483146	MED18
ENSG00000103769	0.503503157	7.248579155	7.06533477	0.494689719	91.285416	25	2	RAB11A
ENSG00000185640	0.15258392	2.684372875	14.95509114	0.50669601	39.57171	14.50793651	2.719101124	KRT79
ENSG00000121361	0.363836237	5.333905778	9.235824752	0.501126768	4.198445	24.57142857	2.134831461	KCNJ8
ENSG00000167721	0.425985849	6.158909162	8.231439162	0.514279434	37.817165	24.98412698	2.157303371	TSR1
ENSG00000100372	0.429704627	6.16246778	8.25663985	0.490443723	17.450329	24.96825397	2.112359551	SLC25A17
ENSG00000148019	0.417653929	5.904239411	8.277289619	0.496269008	9.014641	24.98412698	2.033707865	CEP78
ENSG00000104671	0.486840576	6.832797119	7.228362552	0.499604543	29.605888	25	1.876404494	DCTN6
ENSG00000187123	0.177454752	3.156541784	14.79605743	0.49804441	0.7635959	21.53968254	2.943820225	LYPD6
ENSG00000145354	0.549453445	7.275648815	5.792556207	0.505483468	9.013768	25	1.516853933	CISD2
ENSG00000148498	0.447003386	6.440708927	7.822088266	0.512213977	77.71241	25	2.280898876	PARD3
ENSG00000107262	0.571718799	8.105226515	6.185184478	0.498286353	135.08653	25	1.730337079	BAG1
ENSG00000167280	0.492617479	7.039912423	7.187326585	0.500001229	59.229454	24.98412698	2.04494382	ENGASE
ENSG00000158458	0.343615908	5.119576683	9.460660355	0.488688969	5.886818	24.65079365	2.258426966	NRG2
ENSG00000103260	0.590433911	7.739401356	5.125703503	0.504288242	53.248833	25	1.438202247	METRN
ENSG00000109689	0.64940719	8.227923855	4.419790211	0.496543308	31.992342	25	1.011235955	STIM2
ENSG00000204965	0.05802563	1.384460765	22.38738017	0.498304565	0.021884376	5.174603175	2.775280899	PCDHA5
ENSG00000162032	0.542662972	7.504107251	6.397274057	0.497621354	73.27731	25	1.606741573	SPSB3
ENSG00000186115	0.157361789	2.919848822	15.6418615	0.48693597	13.66193	16.14285714	2.617977528	CYP4F2
ENSG00000177628	0.648236762	8.421119492	4.545418238	0.499387392	67.39549	25	1.033707865	GBA
ENSG00000174282	0.434854191	6.138071737	7.782487792	0.501378139	10.7197075	24.95238095	1.91011236	ZBTB4
ENSG00000130939	0.51443011	7.28937836	6.828112591	0.503114173	70.99794	25	1.842696629	UBE4B
ENSG00000172345	0.584563487	7.130217823	5.180347495	0.499640489	12.043488	24.92063492	0.943820225	STARD5
ENSG00000011347	0.331430109	4.973181801	9.8936689	0.496813614	12.342883	24.79365079	2.471910112	SYT7
ENSG00000188566	0.510760248	6.837532619	6.710594728	0.492645086	25.215149	25	1.853932584	NDOR1
ENSG00000007402	0.331567263	5.014864331	10.19139432	0.501526681	47.764652	24.96825397	2.876404494	CACNA2D2
ENSG00000144362	0.464355667	6.30203018	7.429888063	0.513424022	2.4528983	24.82539683	1.674157303	PHOSPHO2
ENSG00000160075	0.604251264	7.935116761	5.040739642	0.50719196	81.34937	25	1.539325843	SSU72
ENSG00000153294	0.151912112	2.781768461	15.15899885	0.494005799	7.1868315	17.50793651	2.876404494	ADGRF4
ENSG00000073282	0.292996861	4.470112838	10.55757412	0.513012782	17.140812	23.04761905	2.415730337	TP63
ENSG00000175105	0.406635996	5.71271871	8.496605359	0.500380836	2.7535956	24.92063492	2.04494382	ZNF654
ENSG00000183255	0.613484246	8.256591866	5.350980952	0.495605932	91.298515	24.98412698	1.269662921	PTTG1IP
ENSG00000130414	0.514486047	7.291081498	6.835093772	0.498344752	155.68593	25	2.033707865	NDUFA10
ENSG00000005022	0.553121029	7.822349282	6.296183182	0.491478288	157.66376	24.98412698	1.685393258	SLC25A5
ENSG00000161911	0.117072654	2.34808599	17.16175532	0.512687101	0.4264174	16	2.93258427	TREML1
ENSG00000113905	0.064126597	1.478841233	21.94652573	0.50227336	34.09391	8.825396825	2.988764045	HRG
ENSG00000145386	0.359961261	5.299480866	9.397141914	0.496396391	3.7561526	24.96825397	2.303370787	CCNA2
ENSG00000131023	0.572688119	7.243139882	5.49874191	0.497627156	4.852507	24.93650794	1.247191011	LATS1
ENSG00000136856	0.317033577	4.993353541	10.49824518	0.4998207	27.428148	25	2.831460674	SLC2A8
ENSG00000120217	0.271194868	4.267862514	11.39386308	0.513807135	2.559252	24.49206349	2.775280899	CD274
ENSG00000121892	0.768077847	9.24064969	2.809250137	0.500047099	69.84813	25	0.741573034	PDS5A
ENSG00000163682	0.639998965	9.369458587	5.296824934	0.496028834	2007.4758	25	1.808988764	RPL9
ENSG00000188559	0.706949276	8.448242056	3.460553629	0.49373121	48.730213	24.98412698	0.730337079	RALGAPA2
ENSG00000149639	0.424015238	6.12861725	8.247840742	0.507475092	17.929728	24.93650794	2.168539326	SOGA1
ENSG00000100784	0.477604014	6.592489736	7.029036762	0.498121796	9.441597	24.95238095	1.573033708	RPS6KA5
ENSG00000114742	0.628944415	8.098650647	4.811367429	0.507503352	41.21119	25	1.314606742	WDR48
ENSG00000135299	0.547515146	7.340415255	5.910598384	0.500895077	11.648888	24.98412698	1.269662921	ANKRD6
ENSG00000072506	0.744186361	8.717480344	2.952991729	0.49835109	68.074036	24.98412698	0.853932584	HSD17B10
ENSG00000163399	0.559281939	8.133405451	6.248132753	0.504540694	1500.3683	25	2.06741573	ATP1A1
ENSG00000115263	0.068805395	1.569393517	21.17958263	0.502454519	3.639922	9.523809524	2.966292135	GCG
ENSG00000160207	0.222155291	3.707954287	13.13530437	0.49366972	0.9174199	24.12698413	2.865168539	HSF2BP
ENSG00000214013	0.710134902	8.22706194	3.376653347	0.502756539	30.078419	25	0.595505618	GANC
ENSG00000170004	0.563902378	7.844492785	6.099781077	0.495620556	256.05728	24.98412698	1.842696629	CHD3
ENSG00000170860	0.374118919	5.65931004	9.240188053	0.493673728	38.220596	25	2.528089888	LSM3
ENSG00000108786	0.263109048	3.989879485	11.61396782	0.510433803	2.0161734	24.92063492	2.93258427	HSD17B1
ENSG00000106034	0.436213281	6.085115252	8.119233255	0.512142528	27.812756	24.96825397	2.146067416	CPED1
ENSG00000101310	0.529621226	7.623586856	6.748815754	0.499844323	91.89174	24.98412698	1.853932584	SEC23B
ENSG00000005206	0.541693901	7.50300592	6.398660389	0.514094196	85.82683	24.98412698	1.629213483	SPPL2B
ENSG00000011454	0.591264304	7.829114657	5.516583163	0.500868271	89.827095	25	1.438202247	RABGAP1
ENSG00000065029	0.454902498	6.346782333	7.964047912	0.500019296	59.598812	25	2.213483146	ZNF76
ENSG00000101096	0.345663636	5.058433888	9.546081728	0.50243697	3.0192723	24.49206349	2.202247191	NFATC2
ENSG00000113272	0.494828911	6.782173086	6.905483395	0.499995522	7.7533965	25	1.651685393	THG1L
ENSG00000082497	0.284438623	4.262618392	10.6263027	0.490214102	1.0919193	21.88888889	2.202247191	SERTAD4
ENSG00000147400	0.520622006	7.122904953	6.677087265	0.502806667	34.729675	24.98412698	1.696629213	CETN2
ENSG00000088280	0.36928365	5.514307847	9.309471315	0.504635764	68.66305	24.98412698	2.719101124	ASAP3
ENSG00000168476	0.408685381	5.952860287	8.357098169	0.508931365	37.175552	25	2.449438202	REEP4
ENSG00000164181	0.35079056	5.209213424	9.54451681	0.508608403	6.7726846	24.57142857	2.314606742	ELOVL7
ENSG00000185024	0.545998875	7.516274469	6.404792441	0.506612117	41.954926	25	1.831460674	BRF1
ENSG00000147003	0.215796176	3.62504186	12.99628655	0.503914499	7.014523	23.80952381	2.97752809	CLTRN
ENSG00000103490	0.441366161	6.05672623	7.693573253	0.509337812	12.796363	24.98412698	2.033707865	PYCARD
ENSG00000163545	0.48102547	6.374164408	6.78802507	0.503173992	9.087499	24.61904762	1.348314607	NUAK2
ENSG00000145476	0.3611776	5.329355186	9.500950308	0.48661795	17.22972	25	2.449438202	CYP4V2
ENSG00000164151	0.455091291	6.318077457	7.620759771	0.502432445	19.891712	24.98412698	2.123595506	ICE1
ENSG00000181704	0.516186434	6.917701488	6.649180917	0.499564379	12.048127	24.96825397	1.842696629	YIPF6
ENSG00000254827	0.170800144	2.983504627	14.70132816	0.495880236	1.1797067	17.20634921	2.651685393	SLC22A18AS
ENSG00000188822	0.176141162	3.082675745	14.7168273	0.497015555	0.034837473	3.412698413	1.314606742	CNR2
ENSG00000039139	0.277341674	4.208780249	11.24468179	0.513159301	7.481173	23.93650794	2.764044944	DNAH5
ENSG00000157240	0.224414144	3.686068789	12.97604865	0.502009318	0.029223312	4.142857143	1.235955056	FZD1
ENSG00000074317	0.166489535	2.955546388	14.58125518	0.498634921	31.563799	18.46031746	2.707865169	SNCB
ENSG00000135316	0.596923874	7.932214885	5.368363829	0.501927333	70.66964	25	1.483146067	SYNCRIP
ENSG00000174943	0.509364279	7.058921041	6.705038497	0.497255422	14.318903	25	1.719101124	KCTD13
ENSG00000198331	0.211598064	3.539073847	13.04843148	0.506673591	0.51723945	23.93650794	2.943820225	HYLS1
ENSG00000156802	0.39617734	5.798366277	8.888510034	0.490128173	16.22165	25	2.382022472	ATAD2
ENSG00000238227	0.690796518	7.511484481	3.414953139	0.50947035	5.1977067	25	0.393258427	TMEM250
ENSG00000159763	0.169820511	2.876834346	14.15252129	0.504035569	97.805725	17.50793651	2.921348315	PIP
ENSG00000158270	0.314075221	4.890643174	10.51742066	0.494972591	21.194773	24.84126984	2.865168539	COLEC12
ENSG00000183196	0.157715952	2.81582212	14.96326138	0.495627948	0.44486186	16.57142857	2.505617978	CHST6
ENSG00000088002	0.304271488	4.65300544	10.57180907	0.496548474	32.671265	24.3015873	2.471910112	SULT2B1
ENSG00000135776	0.489066145	6.823714905	6.985037733	0.501055401	12.713568	24.98412698	1.820224719	ABCB10
ENSG00000138796	0.778634396	9.187197842	2.613852747	0.49382596	80.43679	25	0.438202247	HADH
ENSG00000108370	0.301772612	4.690952592	10.89855158	0.511165804	13.970559	24.98412698	2.91011236	RGS9
ENSG00000105290	0.334253112	4.97585157	9.929216779	0.510593496	140.27747	24.95238095	2.752808989	APLP1
ENSG00000110955	0.769205722	10.53732772	3.204886759	0.488968773	745.18915	25	1.078651685	ATP5F1B
ENSG00000162711	0.366773941	5.398040393	9.372222918	0.506752678	2.8934834	24.80952381	2.134831461	NLRP3
ENSG00000164244	0.635698002	8.212840339	4.715424816	0.509775476	18.309452	25	0.988764045	PRRC1
ENSG00000110768	0.781436513	8.631225358	2.464798142	0.502634698	36.639954	25	0.685393258	GTF2H1
ENSG00000121351	0.025715039	0.709769302	26.33063566	0.497498484	0.06354538	2.317460317	2.95505618	IAPP
ENSG00000081177	0.615187258	7.581699304	4.725277367	0.502659493	11.752628	24.98412698	0.988764045	EXD2
ENSG00000138780	0.472914993	6.461293044	7.203162179	0.502620978	3.4105508	24.95238095	1.550561798	GSTCD
ENSG00000121749	0.728833152	8.854191949	3.332598341	0.500782933	62.776707	25	0.876404494	TBC1D15
ENSG00000154429	0.263520039	4.15626221	11.52888754	0.503271684	1.1642549	24.42857143	2.640449438	CCSAP
ENSG00000164880	0.680944921	9.170699292	4.18689611	0.494491443	226.99637	25	1.438202247	INTS1
ENSG00000163673	0.148508963	2.786510276	15.70957108	0.48580414	0.42284942	16.49206349	2.550561798	DCLK3
ENSG00000146469	0.387964788	5.499773602	8.697260312	0.50491909	9.032109	23.92063492	1.887640449	VIP
ENSG00000102081	0.634457327	8.259038997	4.644654093	0.501043574	33.78811	24.98412698	1.202247191	FMR1
ENSG00000104147	0.20846708	3.400937651	12.8893763	0.485905028	0.7968983	23.25396825	2.91011236	OIP5
ENSG00000107643	0.540434744	7.158296852	6.167032011	0.491246363	20.160604	25	1.494382022	MAPK8
ENSG00000135094	0.512384394	6.352295292	6.12985089	0.501197324	30.949308	22.96825397	1.280898876	SDS
ENSG00000115425	0.686058272	7.8238758	3.576856404	0.493421662	14.850458	25	0.921348315	PECR
ENSG00000137843	0.293230835	4.48809133	11.00958911	0.490872367	11.368487	24.49206349	2.707865169	PAK6
ENSG00000196517	0.486052296	6.834861534	7.108241527	0.50296948	29.205091	25	1.853932584	SLC6A9
ENSG00000219481	0.54373165	7.593570775	6.305242026	0.508817752	66.54457	25	1.808988764	NBPF1
ENSG00000186038	0.04594161	1.128497969	24.17893625	0.492965721	0.08967073	4.047619048	2.853932584	HTR3E
ENSG00000160633	0.91556093	10.48606483	0.945785057	0.500112109	214.91272	25	0.112359551	SAFB
ENSG00000121486	0.400493981	5.859711738	8.734002104	0.510268489	16.511057	24.98412698	2.269662921	TRMT1L
ENSG00000165795	0.617040261	8.761944424	5.51438853	0.503144307	923.56305	25	1.651685393	NDRG2
ENSG00000178804	0.025553583	0.740691437	26.48426725	0.517604589	0.04384589	1.174603175	2.853932584	H1FOO
ENSG00000265491	0.685018855	8.135063461	3.718028023	0.503057193	28.8607	24.98412698	0.808988764	RNF115
ENSG00000142657	0.531585473	7.50476595	6.559011493	0.505117246	145.49019	25	1.95505618	PGD
ENSG00000168172	0.625915333	8.037431332	4.875033537	0.496520939	20.234234	25	1.224719101	HOOK3
ENSG00000069974	0.379175295	5.722590029	9.085030191	0.508935054	18.91337	25	2.303370787	RAB27A
ENSG00000127452	0.400819051	5.704114805	8.55636769	0.501293329	4.682509	24.96825397	2.123595506	FBXL12
ENSG00000101367	0.53171533	7.431215449	6.354588437	0.511840645	48.890858	24.98412698	1.842696629	MAPRE1
ENSG00000156463	0.333054648	4.948867243	10.04981575	0.507151028	17.863707	24.73015873	2.314606742	SH3RF2
ENSG00000124571	0.500763639	6.935298268	7.032728994	0.494025249	49.403957	25	1.876404494	XPO5
ENSG00000125107	0.869156	9.990898509	1.559323958	0.494391788	207.26866	25	0.550561798	CNOT1
ENSG00000062194	0.688407434	8.751160772	4.090017136	0.507254475	79.45088	25	1.08988764	GPBP1
ENSG00000114529	0.342903	5.080368342	9.435122116	0.490845215	6.359808	22.23809524	2.101123596	C3orf52
ENSG00000166140	0.684316571	8.553937675	3.912250236	0.506542182	38.444008	25	1.056179775	ZFYVE19
ENSG00000112592	0.413742942	6.015510392	8.423967142	0.498163959	17.536724	24.98412698	1.95505618	TBP
ENSG00000180263	0.643427233	7.730164099	4.470587948	0.51200118	9.538542	24.98412698	0.97752809	FGD6
ENSG00000173540	0.611611263	7.980876756	5.110329013	0.501828162	32.27236	25	1.247191011	GMPPB
ENSG00000254122	0.348101892	5.085826623	9.483299077	0.503773949	1.220672	24.36507937	1.786516854	PCDHGB7
ENSG00000126778	0.131589435	2.574129346	16.71527518	0.48919149	0.51197565	14.33333333	2.719101124	SIX1
ENSG00000114744	0.583363233	7.459757132	5.364069013	0.486639858	8.039831	24.98412698	1.258426966	COMMD2
ENSG00000114988	0.602343388	7.729351234	4.963055193	0.510137854	13.162065	25	1.08988764	LMAN2L
ENSG00000112818	0.155420936	2.736413496	14.78361778	0.512409513	19.214605	14.73015873	2.550561798	MEP1A
ENSG00000173681	0.504855803	6.790505115	6.498851363	0.501743827	10.048293	24.96825397	1.640449438	BCLAF3
ENSG00000052723	0.512159227	6.852643717	6.56347519	0.504009848	6.0759463	25	1.573033708	SIKE1
ENSG00000196911	0.345933721	5.081160219	9.813855243	0.50749591	7.4242067	24.93650794	2.382022472	KPNA5
ENSG00000172288	0.017013571	0.434218382	25.57055123	0.508788154	0.002305761	0.349206349	2.966292135	CDY1
ENSG00000177683	0.453887889	6.13341044	7.481771487	0.499787179	1.8169551	24.82539683	1.674157303	THAP5
ENSG00000099957	0.236242171	3.878649778	12.42813626	0.49791096	4.0526743	24.15873016	2.93258427	P2RX6
ENSG00000117682	0.479366952	6.66674307	7.344598294	0.502056052	24.106575	25	1.797752809	DHDDS
ENSG00000133687	0.57701901	7.6233801	5.455931015	0.495937935	24.083817	24.98412698	1.269662921	TMTC1
ENSG00000147231	0.636075767	7.218785487	4.165906998	0.503494002	4.122081	24.92063492	0.808988764	CXorf57
ENSG00000161609	0.266642173	4.079998071	11.06257958	0.501267639	3.1060934	15.04761905	1.685393258	CCDC155
ENSG00000118816	0.473240712	6.74817324	7.49299899	0.500456608	143.58177	25	1.988764045	CCNI
ENSG00000176340	0.579678035	7.953013307	5.746901814	0.500536021	61.073143	25	1.617977528	COX8A
ENSG00000183421	0.21480634	3.47258596	12.85681268	0.489893387	7.018571	20.23809524	2.752808989	RIPK4
ENSG00000198093	0.709266089	7.428104837	3.078548159	0.496390219	4.685772	24.93650794	0.707865169	ZNF649
ENSG00000071564	0.421509165	6.109187552	8.460556197	0.503792337	86.273895	25	2.370786517	TCF3
ENSG00000142182	0.110442239	2.229838759	18.07140351	0.500687922	0.4696491	3.825396825	1.988764045	DNMT3L
ENSG00000072858	0.462209808	6.122962794	7.403295112	0.499565099	5.9929776	24.71428571	1.696629213	SIDT1
ENSG00000154930	0.48624283	6.938989764	7.369065479	0.497542468	53.14412	24.98412698	2.056179775	ACSS1
ENSG00000162600	0.397161765	5.818847567	8.736674966	0.508130007	15.999214	25	2.247191011	OMA1
ENSG00000105963	0.250792833	4.148073249	11.90822431	0.499088167	3.4903934	24.61904762	2.640449438	ADAP1
ENSG00000175155	0.589745838	7.328845742	5.202577863	0.496382003	3.8601923	24.96825397	0.966292135	YPEL2
ENSG00000184012	0.28104325	4.472057003	10.89407258	0.497707331	65.05834	22.41269841	2.651685393	TMPRSS2
ENSG00000154438	0.039204469	0.96966029	24.99094256	0.504455827	0.242768	2.428571429	2.842696629	ASZ1
ENSG00000113532	0.42880343	5.820800287	7.749445293	0.509114236	1.744096	24.31746032	1.707865169	ST8SIA4
ENSG00000214113	0.569923332	7.352071124	5.696080849	0.505980342	12.267752	25	1.292134831	LYRM4
ENSG00000124164	0.654484914	8.164105113	4.233086508	0.499003184	17.381483	24.98412698	0.93258427	VAPB
ENSG00000066933	0.526451689	7.110059705	6.410410757	0.504666395	24.430168	24.96825397	1.550561798	MYO9A
ENSG00000132780	0.551873125	7.697917411	6.338311424	0.496252089	154.1959	25	1.606741573	NASP
ENSG00000132406	0.400578568	5.898438885	8.826823761	0.500376829	15.758451	25	2.258426966	TMEM128
ENSG00000243449	0.25609912	4.117044059	11.84570598	0.502200304	8.321485	24.95238095	3	C4orf48
ENSG00000100764	0.504014668	7.237581547	7.109571018	0.497352513	129.36966	25	2.02247191	PSMC1
ENSG00000215193	0.54691005	7.180554496	5.89491257	0.496809886	9.780401	25	1.348314607	PEX26
ENSG00000186716	0.641486054	8.731163889	4.799203669	0.501384255	137.15184	24.98412698	1.471910112	BCR
ENSG00000069424	0.377789381	5.238074973	8.861629777	0.504539446	46.890915	25	2.595505618	KCNAB2
ENSG00000079263	0.334033103	5.068389125	10.06957896	0.506431362	10.04727	25	2.730337079	SP140
ENSG00000142185	0.361796211	5.196942722	9.226922607	0.497714577	13.594147	24.98412698	2.382022472	TRPM2
ENSG00000186075	0.047414504	1.15078071	23.07365287	0.510913881	0.90546745	5.365079365	2.876404494	ZPBP2
ENSG00000117174	0.608795909	7.756666227	4.845974665	0.50441463	14.32478	25	1.235955056	ZNHIT6
ENSG00000142178	0.775290786	8.735364123	2.57774288	0.513869538	104.69856	24.98412698	0.460674157	SIK1
ENSG00000149591	0.468573562	6.956628633	7.871160407	0.496505496	1584.959	25	2.617977528	TAGLN
ENSG00000184014	0.430704489	6.367624329	8.288160401	0.481212044	120.814156	25	2.483146067	DENND5A
ENSG00000106992	0.358016431	5.229347004	9.574346137	0.496412837	9.873978	25	2.505617978	AK1
ENSG00000152127	0.536725395	7.171881073	6.216940723	0.515160222	12.0086	24.98412698	1.561797753	MGAT5
ENSG00000187325	0.436912129	6.105963413	7.823657276	0.494262899	8.025019	24.95238095	1.797752809	TAF9B
ENSG00000204394	0.559972908	7.86020968	6.196825889	0.51281171	130.02711	25	1.853932584	VARS
ENSG00000108671	0.410907077	6.088315426	8.722503523	0.503249468	87.784355	25	2.617977528	PSMD11
ENSG00000103647	0.362680405	5.328236091	9.375971923	0.507201806	15.4686	24.93650794	2.359550562	CORO2B
ENSG00000179388	0.364333722	5.107496626	8.962055294	0.506312669	2.1489704	21.98412698	1.775280899	EGR3
ENSG00000174684	0.474493011	6.407612279	7.308726846	0.50090763	6.107664	24.92063492	1.516853933	B4GAT1
ENSG00000143158	0.46894536	6.800886544	7.621031231	0.506684051	58.285107	25	2.06741573	MPC2
ENSG00000154237	0.517138529	7.031687202	6.561617709	0.501980825	18.698168	25	1.741573034	LRRK1
ENSG00000118197	0.560579506	7.327425498	5.816672002	0.498423402	14.290559	25	1.449438202	DDX59
ENSG00000198610	0.249125978	4.029333869	11.98367066	0.489984315	16.47726	23.77777778	2.573033708	AKR1C4
ENSG00000203791	0.478007495	6.542741603	7.327227293	0.482766925	3.5257056	25	1.685393258	EEF1AKMT2
